"Name","Chromosome","Region","Identifier","IL4_B_S8_L001 (trimmed, grouped on mature) - Total counts","IL4_B_S8_L001 (trimmed, grouped on mature) - RPKM","IL4_B_S8_L001 (trimmed, grouped on mature) - TPM","IL4_B_S8_L001 (trimmed, grouped on mature) - CPM","IL4_A_S7_L001 (trimmed, grouped on mature) - Total counts","IL4_A_S7_L001 (trimmed, grouped on mature) - RPKM","IL4_A_S7_L001 (trimmed, grouped on mature) - TPM","IL4_A_S7_L001 (trimmed, grouped on mature) - CPM","IL4_C_S9_L001 (trimmed, grouped on mature) - Total counts","IL4_C_S9_L001 (trimmed, grouped on mature) - RPKM","IL4_C_S9_L001 (trimmed, grouped on mature) - TPM","IL4_C_S9_L001 (trimmed, grouped on mature) - CPM","IL13_C_S6_L001 (trimmed, grouped on mature) - Total counts","IL13_C_S6_L001 (trimmed, grouped on mature) - RPKM","IL13_C_S6_L001 (trimmed, grouped on mature) - TPM","IL13_C_S6_L001 (trimmed, grouped on mature) - CPM","IL13_A_S4_L001 (trimmed, grouped on mature) - Total counts","IL13_A_S4_L001 (trimmed, grouped on mature) - RPKM","IL13_A_S4_L001 (trimmed, grouped on mature) - TPM","IL13_A_S4_L001 (trimmed, grouped on mature) - CPM","IL13_B_S5_L001 (trimmed, grouped on mature) - Total counts","IL13_B_S5_L001 (trimmed, grouped on mature) - RPKM","IL13_B_S5_L001 (trimmed, grouped on mature) - TPM","IL13_B_S5_L001 (trimmed, grouped on mature) - CPM","V_A_S1_L001 (trimmed, grouped on mature) - Total counts","V_A_S1_L001 (trimmed, grouped on mature) - RPKM","V_A_S1_L001 (trimmed, grouped on mature) - TPM","V_A_S1_L001 (trimmed, grouped on mature) - CPM","V_B_S2_L001 (trimmed, grouped on mature) - Total counts","V_B_S2_L001 (trimmed, grouped on mature) - RPKM","V_B_S2_L001 (trimmed, grouped on mature) - TPM","V_B_S2_L001 (trimmed, grouped on mature) - CPM","V_C_S3_L001 (trimmed, grouped on mature) - Total counts","V_C_S3_L001 (trimmed, grouped on mature) - RPKM","V_C_S3_L001 (trimmed, grouped on mature) - TPM","V_C_S3_L001 (trimmed, grouped on mature) - CPM"
"hsa-miR-4258","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015857","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1247-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006382","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4783-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017428","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.9978280374","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.7950044474"
"hsa-miR-4292","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015897","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6791-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022636","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6886-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022733","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1203","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006335","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6850-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022696","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6891-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022738","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4723-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017359","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6769b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022706","5","NaN","NaN","11.4892473188","4","NaN","NaN","5.3154355429","1","NaN","NaN","1.74387102","10","NaN","NaN","10.8905219377","1","NaN","NaN","0.9978280374","2","NaN","NaN","2.5673855264","2","NaN","NaN","3.0416087447","7","NaN","NaN","10.133229867","15","NaN","NaN","11.9250667103"
"hsa-miR-4324","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015854","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6893-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022740","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-939-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0005761","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.74387102","1","NaN","NaN","1.0890521938","3","NaN","NaN","2.9934841121","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","1.5900088947"
"hsa-miR-6852-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022698","0","NaN","NaN","0","2","NaN","NaN","2.6577177714","1","NaN","NaN","1.74387102","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1914-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0008335","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","3","NaN","NaN","2.9934841121","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1266-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006403","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6734-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022579","0","NaN","NaN","0","3","NaN","NaN","3.9865766572","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.4476042667","0","NaN","NaN","0"
"hsa-miR-3189-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014233","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.0890521938","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-106b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000734","66","NaN","NaN","151.6580646078","136","NaN","NaN","180.7248084577","123","NaN","NaN","214.4961354559","167","NaN","NaN","181.8717163602","144","NaN","NaN","143.6872373811","135","NaN","NaN","173.2985230315","129","NaN","NaN","196.1837640312","109","NaN","NaN","157.7888650721","221","NaN","NaN","175.6959828644"
"hsa-miR-6078","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0020355","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6880-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022727","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6812-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022657","1","NaN","NaN","2.2978494638","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","2","NaN","NaN","1.9956560747","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4315","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015844","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4304","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015832","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-10392-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0033416","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1908-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0008329","1","NaN","NaN","2.2978494638","1","NaN","NaN","1.3288588857","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","0.9978280374","1","NaN","NaN","1.2836927632","1","NaN","NaN","1.5208043723","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6746-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022591","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-5090","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017979","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4746-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017385","7","NaN","NaN","16.0849462463","0","NaN","NaN","0","1","NaN","NaN","1.74387102","0","NaN","NaN","0","1","NaN","NaN","0.9978280374","1","NaN","NaN","1.2836927632","2","NaN","NaN","3.0416087447","1","NaN","NaN","1.4476042667","3","NaN","NaN","2.3850133421"
"hsa-miR-6070","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0020347","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1181","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006274","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4735-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017372","0","NaN","NaN","0","1","NaN","NaN","1.3288588857","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-8067","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0025903","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4305","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015835","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-325","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000824","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-26a-2-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000750","41","NaN","NaN","94.2118280139","56","NaN","NaN","74.4160976002","52","NaN","NaN","90.6812930383","67","NaN","NaN","72.9664969828","60","NaN","NaN","59.8696822421","54","NaN","NaN","69.3194092126","62","NaN","NaN","94.2898710848","76","NaN","NaN","110.0179242704","116","NaN","NaN","92.2205158926"
"hsa-miR-26a-1-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000083","4","NaN","NaN","9.191397855","14","NaN","NaN","18.6040244001","14","NaN","NaN","24.4141942795","12","NaN","NaN","13.0686263253","39","NaN","NaN","38.9152934574","20","NaN","NaN","25.6738552639","14","NaN","NaN","21.2912612127","17","NaN","NaN","24.6092725342","52","NaN","NaN","41.3402312622"
"hsa-miR-372-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000780","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6511b-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022552","2","NaN","NaN","4.5956989275","0","NaN","NaN","0","2","NaN","NaN","3.4877420399","3","NaN","NaN","3.2671565813","2","NaN","NaN","1.9956560747","1","NaN","NaN","1.2836927632","0","NaN","NaN","0","0","NaN","NaN","0","3","NaN","NaN","2.3850133421"
"hsa-miR-6511a-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022223","1","NaN","NaN","2.2978494638","2","NaN","NaN","2.6577177714","3","NaN","NaN","5.2316130599","1","NaN","NaN","1.0890521938","2","NaN","NaN","1.9956560747","1","NaN","NaN","1.2836927632","0","NaN","NaN","0","2","NaN","NaN","2.8952085334","2","NaN","NaN","1.5900088947"
"hsa-miR-6862-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022709","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4330","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015902","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1266-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006403","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-519d-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003162","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-532-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003205","1","NaN","NaN","2.2978494638","7","NaN","NaN","9.3020122","7","NaN","NaN","12.2070971398","11","NaN","NaN","11.9795741315","15","NaN","NaN","14.9674205605","10","NaN","NaN","12.836927632","7","NaN","NaN","10.6456306063","7","NaN","NaN","10.133229867","21","NaN","NaN","16.6950933944"
"hsa-miR-2116-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0010635","1","NaN","NaN","2.2978494638","0","NaN","NaN","0","0","NaN","NaN","0","3","NaN","NaN","3.2671565813","5","NaN","NaN","4.9891401868","6","NaN","NaN","7.7021565792","1","NaN","NaN","1.5208043723","1","NaN","NaN","1.4476042667","11","NaN","NaN","8.7450489209"
"hsa-miR-7113-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022964","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3605-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015995","20","NaN","NaN","45.9569892751","30","NaN","NaN","39.8657665716","18","NaN","NaN","31.3896783594","45","NaN","NaN","49.0073487198","27","NaN","NaN","26.941357009","33","NaN","NaN","42.3618611855","28","NaN","NaN","42.5825224254","28","NaN","NaN","40.5329194681","82","NaN","NaN","65.1903646827"
"hsa-miR-1976","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0009986","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-8088","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0025924","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-520f-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003146","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-520b-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003155","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-517-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0003161","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3059-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0039499","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6845-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022691","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-146a-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000477","15","NaN","NaN","34.4677419563","8","NaN","NaN","10.6308710857","3","NaN","NaN","5.2316130599","8","NaN","NaN","8.7124175502","10","NaN","NaN","9.9782803737","2","NaN","NaN","2.5673855264","13","NaN","NaN","19.7704568404","9","NaN","NaN","13.0284384004","18","NaN","NaN","14.3100800523"
"hsa-miR-326","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0000808","7","NaN","NaN","16.0849462463","8","NaN","NaN","10.6308710857","11","NaN","NaN","19.1825812196","34","NaN","NaN","37.0277745883","14","NaN","NaN","13.9695925232","16","NaN","NaN","20.5390842111","7","NaN","NaN","10.6456306063","3","NaN","NaN","4.3428128001","30","NaN","NaN","23.8501334205"
"hsa-miR-1236-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006326","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6730-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0022575","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4750-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017389","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4251","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015861","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4329","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0015901","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1199-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0020340","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3151-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014178","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4772-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017414","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.74387102","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.2836927632","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3158-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014186","1","NaN","NaN","2.2978494638","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-1184","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0006277","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-6068","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0020345","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4520-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016886","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3692-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0016093","0","NaN","NaN","0","0","NaN","NaN","0","1","NaN","NaN","1.74387102","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-875-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0005541","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4638-3p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017265","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-4720-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0017355","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-3187-5p","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0014231","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
"hsa-miR-8089","","","https://www.mirbase.org/cgi-bin/mirna_entry.pl?acc=MI0025925","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0","0","NaN","NaN","0"
