feature_id	gene_symbol	display_label	log2_fold_change	original_log10_fold_change	raw_p_value	BH_FDR	nominal_discovery	FDR_significant	direction
hsa_circRNA_103194	AP1B1	AP1B1	0.202579167553295	0.0609824059301813	0.179452743188348	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103195	MTMR3	MTMR3	0.371316121849526	0.111777290550329	0.0962466444522311	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103196	MTMR3	MTMR3	0.210767096216821	0.0634472180602594	0.173120480227298	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103197	MTMR3	MTMR3	0.117356950638158	0.0353279623417429	0.285508751694916	0.359961177735137	FALSE	FALSE	up
hsa_circRNA_103198	MTMR3	MTMR3	0.255944981047475	0.0770471165349391	0.180938226683618	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103199	LIMK2	LIMK2	0.189661219503574	0.0570937160847864	0.147118677414957	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103200	EIF4ENIF1	EIF4ENIF1	0.400783515598601	0.120647859962842	0.0756146085457336	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103201	SFI1	SFI1	0.306661338234052	0.0923142613189073	0.0524774235416799	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103202	PRR14L	PRR14L	0.195015982405143	0.0587056603378272	0.295567804805356	0.365329150038918	FALSE	FALSE	up
hsa_circRNA_103203	PRR14L	PRR14L	0.253419316957072	0.0762868158847566	0.10189741378738	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103204	DEPDC5	DEPDC5	0.350400033712521	0.105480920629139	0.198772765465696	0.335933800982331	FALSE	FALSE	up
hsa_circRNA_103205	FBXO7	FBXO7	0.23251797931073	0.0699948863037066	0.149788870540924	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103206	FBXO7	FBXO7	0.132524085504825	0.0398937248848905	0.296871654564915	0.365942028254866	FALSE	FALSE	up
hsa_circRNA_103207	LARGE	LARGE	-0.229481846122767	-0.069080919143299	0.220576011531511	0.33838479684936	FALSE	FALSE	down
hsa_circRNA_103209	MYH9	MYH9	0.344601085271776	0.103735263205166	0.10486643632443	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103210	MYH9	MYH9	0.704687435113982	0.212132055536824	0.141248087857	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103211	TXN2	TXN2	0.0894149208337398	0.0269165732308759	0.280869561372111	0.357074902629107	FALSE	FALSE	up
hsa_circRNA_103212	EIF3D	EIF3D	0.073316677642921	0.022070519152946	0.371463352576673	0.411019349009438	FALSE	FALSE	up
hsa_circRNA_103213	MFNG	MFNG	0.0416150871960386	0.0125273895181797	0.418919498715907	0.442343633495269	FALSE	FALSE	up
hsa_circRNA_103214	GGA1	GGA1	0.181838322985813	0.0547387895799649	0.159142316899143	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103215	NOL12	NOL12	0.102787318293835	0.0309420659803055	0.0783680070722962	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103216	GCAT	GCAT	0.392669686250391	0.118205353949332	0.0234660359717424	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103217	EIF3L	EIF3L	0.387770633509852	0.11673059212409	0.126186797602255	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103218	EIF3L	EIF3L	0.108252890652023	0.032587367203592	0.233128534809209	0.341283775860107	FALSE	FALSE	up
hsa_circRNA_103219	TMEM184B	TMEM184B	0.0549664592179281	0.0165465529800373	0.29293598984561	0.363787943516664	FALSE	FALSE	up
hsa_circRNA_103220	CSNK1E	CSNK1E	0.0638797462647177	0.0192297197410842	0.368073611001244	0.408922247241612	FALSE	FALSE	up
hsa_circRNA_103221	CSNK1E	CSNK1E	0.115692689758607	0.0348269698963877	0.312007990200624	0.373942497863305	FALSE	FALSE	up
hsa_circRNA_103222	CSNK1E	CSNK1E	0.106701392127919	0.0321203196096083	0.349583669935214	0.396530954394084	FALSE	FALSE	up
hsa_circRNA_103223	DDX17	DDX17	0.497542710399337	0.149775279954158	0.191646498600013	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103224	DDX17	DDX17	0.462228582533491	0.139144668195825	0.13072758810513	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103225	DDX17	DDX17	0.594288845241204	0.178898768506112	0.0955759184159004	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103226	DMC1	DMC1	0.173936035354128	0.0523599639684633	0.102213732287014	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103227	APOBEC3C	APOBEC3C	0.330938470335597	0.0996224062901694	0.235401011073663	0.341797663372424	FALSE	FALSE	up
hsa_circRNA_103228	TNRC6B	TNRC6B	0.387705517307648	0.116710990194023	0.0514902864969657	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103229	ADSL	ADSL	0.470319934780032	0.141580407927517	0.0680683003174988	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103230	ADSL	ADSL	0.222392421336448	0.0669467896306132	0.13337044947216	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103231	MKL1	MKL1	0.159743625094078	0.0480876227694188	0.114478361728908	0.335266174540636	FALSE	FALSE	up
hsa_circRNA_103232	MKL1	MKL1	0.37492728590469	0.112864359250197	0.076452199259518	0.335266174540636	FALSE	FALSE	up
